With%20his%20distinctive%20red%20hair%2C%20which%20Italian%20composer%2C%20born%20in%201678%2C%20was%20known%20as%20the%20%27Red%20Priest%27%3F,Vivaldi
Which%20of%20these%20songs%20is%20not%20by%20Tatsuro%20Yamashita%3F,Lucky%20Lady%20Feel%20So%20Good%20
Which%20one%20of%20the%20following%20musical%20instruments%20is%20NOT%20a%20part%20of%20the%20Woodwind%20section%3F,Trumpet
What%20is%20the%20name%20of%20the%20second%20studio%20album%20released%20by%20American%20rapper%20Post%20Malone%20in%202018%3F,Beerbongs%20%26%20Bentleys
The%20cover%20of%20The%20Beatles%20album%20%22Abbey%20Road%22%20featured%20a%20Volkswagen%20Beetle%20in%20the%20background.,True
%22Drink%20the%20Sea%22%20is%20an%20album%20by%20which%20electronic%20music%20artist%3F,The%20Glitch%20Mob
Which%20of%20these%20is%20NOT%20the%20name%20of%20an%20album%20released%20by%20Miami-based%20producer%20DJ%20Khaled%3F,Don%27t%20Ever%20Play%20Yourself
What%20is%20the%20opening%20track%20on%20Lorde%27s%20Pure%20Heroine%3F,Tennis%20Court
Which%20musical%20group%20won%20the%20Brit%20Awards%20in%201985%2C%20with%20George%20Michael%20as%20a%20member%3F,Wham%21
When%20did%20The%20Beatles%20release%20the%20LP%20%22Please%20Please%20Me%22%3F,1963
Which%20of%20these%20artists%20has%20Lil%20A%20collaborated%20with%3F,Lil%20Fortnite
The%202010%20song%20%22Eenie%20Meenie%22%20was%20a%20collaboration%20between%20which%20two%20popular%20artists%3F,Sean%20Kingston%20%26%20Justin%20Bieber
How%20many%20semitones%20are%20in%20an%20octave%3F,12
A%20Saxophone%20is%20a%20brass%20instrument.,False
Arcade%20Fire%27s%20%27The%20Suburbs%27%20won%20the%20Album%20of%20the%20Year%20award%20in%20the%202011%20Grammys.,True
What%20is%20the%20real%20name%20of%20prominent%20electronic%20musician%20Aphex%20Twin%3F,Richard%20D.%20James
Which%20of%20these%20is%20Daft%20Punk%27s%20debut%20single%3F,The%20New%20Wave
Who%20had%20hits%20in%20the%2070s%20with%20the%20songs%20%22Lonely%20Boy%22%20and%20%22Never%20Let%20Her%20Slip%20Away%22%3F,Andrew%20Gold
In%202015%2C%20David%20Hasselhof%20released%20a%20single%20called...,True%20Survivor
Which%20of%20these%20is%20NOT%20a%20song%20featured%20on%20the%20Lockjaw%20EP%20released%20in%202013%20by%20Flume%20%26%20Chet%20Faker%3F,Left%20Alone
What%20was%20the%20first%20music%20video%20to%20be%20broadcast%20on%20MTV%3F,Video%20Killed%20the%20Radio%20Star
The%20%27In%20the%20Flesh%27%20tour%20was%20used%20in%20support%20of%20what%20Pink%20Floyd%20album%3F,Animals
Which%20of%20the%20following%20rappers%20were%20NOT%20part%20of%20the%20hip-hop%20group%20Odd%20Future%3F,Vince%20Staples
Daft%20Punk%20originated%20in%20France.,True
