Which%20Formula%201%20driver%20switched%20teams%20in%20the%20middle%20of%20the%202017%20season%3F,Carlos%20Sainz%20Jr.
What%20was%20the%20year%20of%20estabilishment%20of%20the%20Bari%20Italian%20Football%20Club%3F,1908
In%20Rugby%20League%2C%20performing%20a%20%2240-20%22%20is%20punished%20by%20a%20free%20kick%20for%20the%20opposing%20team.,False
Why%20was%20The%20Green%20Monster%20at%20Fenway%20Park%20was%20originally%20built%3F,To%20prevent%20viewing%20games%20from%20outside%20the%20park.
Peyton%20Manning%20retired%20after%20winning%20Super%20Bowl%20XLIX.,False
Which%20wrestler%20won%20the%202019%20Men%E2%80%99s%20Royal%20Rumble%3F,Seth%20Rollins
Which%20country%20is%20hosting%20the%202022%20FIFA%20World%20Cup%3F,Qatar
What%20is%20the%20exact%20length%20of%20one%20non-curved%20part%20in%20Lane%201%20of%20an%20Olympic%20Track%3F,84.39m
In%20Baseball%2C%20how%20many%20times%20does%20the%20ball%20have%20to%20be%20pitched%20outside%20of%20the%20strike%20zone%20before%20the%20batter%20is%20walked%3F,4
What%20year%20was%20hockey%20legend%20Wayne%20Gretzky%20born%3F,1961
Which%20country%20hosted%20the%202022%20FIFA%20World%20Cup%3F,Qatar
Which%20country%20hosted%20the%202020%20Summer%20Olympics%3F,Japan
Which%20NFL%20team%20plays%20for%20New%20England%3F,Patriots
What%20is%20the%20full%20name%20of%20the%20footballer%20%22Cristiano%20Ronaldo%22%3F,Cristiano%20Ronaldo%20dos%20Santos%20Aveiro
Which%20is%20Kenesisa%20Bekele%27s%20personal%20best%20at%20marathon%3F,2%3A01%3A41
Who%20was%20the%20British%20professional%20wrestler%20Shirley%20Crabtree%20better%20known%20as%3F,Big%20Daddy
Which%20player%20has%20scored%20the%20most%20goals%20in%20the%20England%20Premier%20League%20%28EPL%29%3F,Alan%20Shearer
Who%20won%20NFL%20Super%20Bowl%20LI%3F%20%2851%29,Patriots
Which%20team%20won%202014%20FIFA%20World%20Cup%20in%20Brazil%3F,Germany
Where%20was%20the%20Games%20of%20the%20XXII%20Olympiad%20held%3F,Moscow
Which%20male%20player%20won%20the%20gold%20medal%20of%20table%20tennis%20singles%20in%202016%20Olympics%20Games%3F,Ma%20Long%20%28China%29
Shaquille%20O%E2%80%99Neal%20has%20only%20made%20one%20three%20pointer%20in%20his%20career.,True
Which%20of%20the%20following%20pitchers%20was%20named%20National%20League%20Rookie%20of%20the%20Year%20for%20the%202013%20season%3F,Jose%20Fernandez
What%20year%20did%20the%20New%20Orleans%20Saints%20win%20the%20Super%20Bowl%3F,2010
What%20city%20did%20the%20Lakers%20represent%20before%20relocating%20to%20Los%20Angeles%3F,Minneapolis
During%20Wimbledon%2C%20spectators%20in%20the%20grounds%20can%20buy%20the%20tennis%20balls%20that%20have%20been%20used%20in%20matches.,True
Which%20team%20won%20the%202015-16%20English%20Premier%20League%3F,Leicester%20City
What%20is%20%E2%80%9CThe%20Sport%20of%20Kings%E2%80%9D%3F,Horse%20Racing
Which%20of%20the%20following%20sports%20is%20not%20part%20of%20the%20triathlon%3F,Horse-Riding
Which%20of%20these%20track-and-field%20events%20is%20NOT%20included%20in%20the%20Olympic%20men%27s%20decathlon%3F,Hammer%20throw
Which%20of%20these%20NHL%20teams%20have%20never%20moved%20since%20their%20inception%3F,St.%20Louis%20Blues
Who%20did%20Drew%20Brees%20pass%20in%20all%20time%20NFL%20passing%20yards%20in%202018%3F,Peyton%20Manning
Who%20won%20the%20premier%20league%20title%20in%20the%202015-2016%20season%20following%20a%20fairy%20tale%20run%3F,Leicester%20City
Which%20boxer%20was%20banned%20for%20taking%20a%20bite%20out%20of%20Evander%20Holyfield%27s%20ear%20in%201997%3F,Mike%20Tyson
What%20team%20won%20the%202016%20MLS%20Cup%3F,Seattle%20Sounders
Which%20of%20these%20NHL%20players%20have%20never%20won%20a%20Hart%20Trophy%20for%20Regular%20Season%20MVP%3F,Steve%20Yzerman
Which%20of%20these%20Russian%20cities%20did%20NOT%20contain%20a%20stadium%20that%20was%20used%20in%20the%202018%20FIFA%20World%20Cup%3F,Vladivostok
Which%20player%20holds%20the%20NHL%20record%20of%202%2C857%20points%3F,Wayne%20Gretzky
Which%20football%20manager%20won%20more%20trophies%20than%20any%20other%20during%20his%20tenure%20at%20English%20football%20club%20Manchester%20United%3F,Sir%20Alex%20Ferguson
Wilt%20Chamberlain%20scored%20his%20infamous%20100-point-game%20against%20the%20New%20York%20Knicks%20in%201962.,True
The%20song%20%22Three%20Lions%22%20by%20the%20Lightning%20Seeds%20was%20made%20for%20which%20major%20football%20event%20in%201996%3F,European%20Championships
What%20national%20team%20won%20the%202016%20edition%20of%20UEFA%20European%20Championship%3F,Portugal
What%20national%20team%20won%20the%20first%20UEFA%20Nations%20League%3F,Portugal
How%20many%20players%20are%20there%20in%20an%20association%20football%2Fsoccer%20team%3F,11
Who%20won%20the%201998%20Daytona%20500%3F,Dale%20Earnhardt
