Venus%20of%20Willendorf%20is%20one%20of%20the%20earliest%20works%20of%20art%2C%20depicting%20the%20planets%20Mars%20and%20Venus%20embrace%20in%20the%20heavens%20at%20night.,False
What%20is%20a%20fundamental%20element%20of%20the%20Gothic%20style%20of%20architecture%3F,pointed%20arch
Which%20of%20these%20are%20the%20name%20of%20a%20famous%20marker%20brand%3F,Copic
Pablo%20Picasso%20is%20one%20of%20the%20founding%20fathers%20of%20%22Cubism.%22,True
Who%20sculpted%20the%20statue%20of%20David%3F,Michelangelo
What%20year%20was%20the%20Mona%20Lisa%20finished%3F,1504
Painter%20Piet%20Mondrian%20%281872%20-%201944%29%20was%20a%20part%20of%20what%20movement%3F,Neoplasticism
What%20nationality%20was%20the%20surrealist%20painter%20Salvador%20Dali%3F,Spanish
The%20Statue%20of%20Liberty%27s%20official%20name%20is%20%E2%80%9CLiberty%20Enlightening%20the%20World%E2%80%9D.,True
Which%20painting%20was%20not%20made%20by%20Vincent%20Van%20Gogh%3F,The%20Ninth%20Wave
Which%20of%20these%20is%20not%20an%20additional%20variation%20of%20the%20color%20purple%3F,Kobicha
Which%20artist%27s%20style%20was%20to%20use%20small%20different%20colored%20dots%20to%20create%20a%20picture%3F,Georges%20Seurat
Who%20painted%20%22Swans%20Reflecting%20Elephants%22%2C%20%22Sleep%22%2C%20and%20%22The%20Persistence%20of%20Memory%22%3F,Salvador%20Dali
Who%20painted%20The%20Starry%20Night%3F,Vincent%20van%20Gogh
What%20was%20the%20first%20successful%20and%20commercially%20viable%20photographic%20technique%3F,The%20Daguerreotype
Who%20painted%20the%20biblical%20fresco%20The%20Creation%20of%20Adam%3F,Michelangelo
Who%20designed%20the%20Chupa%20Chups%20logo%3F,Salvador%20Dali
Who%20painted%20the%20Sistine%20Chapel%3F,Michelangelo
%20What%20color%20is%20produced%20by%20mixing%20black%20and%20white%3F,Grey
Who%20painted%20the%20Mona%20Lisa%3F,Leonardo%20da%20Vinci
What%20was%20the%20major%20distinction%20between%20the%20English%20and%20French%20Gothic%20styles%20of%20architecture%3F,Fan%20vaulting
Who%20painted%20%22The%20Starry%20Night%22%3F,Vincent%20van%20Gogh
Who%20painted%20the%20Mona%20Lisa%3F,Leonardo%20da%20Vinci%20
Albrecht%20D%C3%BCrer%27s%20birthplace%20and%20place%20of%20death%20were%20in...,N%C3%BCrnberg
The%20painting%20%22The%20Starry%20Night%22%20by%20Vincent%20van%20Gogh%20was%20part%20of%20which%20art%20movement%3F,Post-Impressionism
Leonardo%20da%20Vinci%20was%20not%20the%20creator%20of%20the%20Mona%20Lisa.,False
Leonardo%20da%20Vinci%27s%20Mona%20Lisa%20does%20not%20have%20eyebrows.,True
Which%20artist%E2%80%99s%20studio%20was%20known%20as%20%27The%20Factory%27%3F,Andy%20Warhol
Which%20Van%20Gogh%20painting%20depicts%20the%20view%20from%20his%20asylum%20in%20Saint-R%C3%A9my-de-Provence%20in%20southern%20France%3F,The%20Starry%20Night
Vincent%20van%20Gogh%20cut%20off%20one%20of%20his%20ears.,True
Which%20artist%20painted%20the%20late%2015th%20century%20mural%20%27The%20Last%20Supper%27%3F,Leonardo%20da%20Vinci
Which%20one%20of%20these%20paintings%20is%20not%20by%20Caspar%20David%20Friedrich%3F,The%20Black%20Sea
What%20is%20the%20name%20of%20the%20Japanese%20art%20of%20folding%20paper%20into%20decorative%20shapes%20and%20figures%3F,Origami
What%20French%20sculptor%20designed%20the%20Statue%20of%20Liberty%3F%20,Fr%C3%A9d%C3%A9ric%20Auguste%20Bartholdi
What%20is%20the%20world%27s%20oldest%20known%20piece%20of%20fiction%3F,Epic%20of%20Gilgamesh
Which%20artist%20painted%20%E2%80%9CThe%20Treachery%20of%20Images%2C%E2%80%9D%20a%20painting%20of%20a%20pipe%20with%20the%20description%20%22this%20is%20not%20a%20pipe%22%3F,Magritte
Who%20painted%20the%20epic%20mural%20Guernica%3F,Pablo%20Picasso
How%20many%20paint%20and%20pastel%20versions%20of%20%22The%20Scream%22%20is%20Norwegian%20painter%20Edvard%20Munch%20believed%20to%20have%20produced%3F,4
What%20were%20Marcel%20Duchamp%27s%20readymades%3F,utilitarian%20objects%20elevated%20to%20the%20status%20of%20art
What%20year%20did%20Albrecht%20D%C3%BCrer%20create%20the%20painting%20%22The%20Young%20Hare%22%3F,1502
Which%20time%20signature%20is%20commonly%20known%20as%20%E2%80%9CCut%20Time%3F%E2%80%9D,2%2F2
