What%20does%20the%20D%20stand%20for%20in%20D-pad%2C%20found%20on%20most%20video%20game%20controllers%3F,Directional
What%20is%20the%20real%20name%20of%20the%20Scout%20in%20%22Team%20Fortress%202%22%3F,Jeremy
In%20which%20series%20of%20games%20do%20you%20collect%20souls%20to%20empower%20you%20and%20buy%20weaponry%20and%20armor%20with%3F,Souls%20
Which%20of%20these%20Generation%201%20Pokemon%20did%20NOT%20have%20an%20evolution%20in%20Generation%204%3F,Jynx
What%20power%20does%20Max%20Caulfield%20from%20%22Life%20is%20Strange%22%20have%3F,Rewinding%20Time
In%20Dota%202%2C%20Wraith%20King%20was%20previously%20known%20as...,Skeleton%20King
Which%20of%20these%20%22Worms%22%20games%20featured%203D%20gameplay%3F,Worms%204%3A%20Mayhem
Several%20characters%20in%20%22Super%20Mario%2064%22%20blink%20their%20eyes%2C%20including%20Mario%20himself.,True
The%20creation%20of%20the%20%20Entertainment%20Software%20Ratings%20Board%20%28ESRB%29%20is%20often%20associated%20with%20Mortal%20Kombat%20and%20what%20FMV%20video%20game%3F,Night%20Trap
Which%20of%20these%20is%20NOT%20a%20name%20of%20a%20playable%20character%20in%20Apex%20Legends%3F,Viper
In%20Super%20Smash%20Bros.%20for%20Nintendo%203DS%20and%20Nintendo%20Wii%20U%2C%20who%20was%20the%20sixth%20fighter%20to%20be%20added%20to%20the%20game%20post-launch%3F,Corrin
In%20the%20Halo%20series%2C%20what%20fleet%20was%20Thel%20%27Vadam%20supreme%20commander%20of%20before%20being%20branded%20an%20Arbiter%3F,Fleet%20of%20Particular%20Justice
The%20name%20of%20the%20Metroid%20series%20comes%20from%20what%3F,An%20enemy%20in%20the%20game
What%27s%20the%20Team%20Fortress%202%20Scout%27s%20city%20of%20origin%3F,Boston
In%20Monster%20Hunter%20Generations%2C%20which%20of%20the%20following%20monsters%20are%20a%20part%20of%20the%20%22Fated%20Four%22%3F,Astalos
In%20%22The%20Sims%22%20series%2C%20the%20most%20members%20in%20a%20household%20you%20can%20have%20is%208.,True
In%20the%20%22Call%20Of%20Duty%3A%20Zombies%22%20map%20%22Origins%22%2C%20how%20many%20steps%20are%20there%20to%20upgrade%20a%20Staff%3F,4
In%20Pok%C3%A9mon%20Sun%20and%20Moon%2C%20a%20male%20Salandit%20can%20evolve%20to%20a%20Salazzle.,False
What%20company%20develops%20the%20Rock%20Band%20series%20of%20rhythm%20games%3F,Harmonix
Which%20of%20the%20following%20games%20was%20NOT%20included%20in%20Valve%27s%20Orange%20Box%3F,Counter-Strike
In%20%22Kingdom%20Hearts%22%2C%20who%20abducts%20Jasmine%20in%20the%20Lamp%20Chamber%3F,Riku
Which%20of%20these%20characters%20does%20not%20appear%20in%20%22Nier%3A%20Automata%22%3F,A1
The%20Indie%20Game%20Development%20Studio%20Cing%2C%20developers%20of%20Hotel%20Dusk%20and%20Last%20Window%2C%20went%20bankrupt%20on%20March%201st%2C%202010.,True
Which%20was%20the%20first%20M-rated%20video%20game%20developed%20by%20Squaresoft%2FSquare%20Enix%3F,Parasite%20Eve
In%20%22Call%20Of%20Duty%3A%20World%20At%20War%22%2C%20the%20first%20appearance%20of%20the%20%22PPSH-41%22%20in%20%22Zombies%22%20was%20in%20the%20map%20%22Der%20Riese%22.,False
What%20is%20the%20hardest%20possible%20difficulty%20in%20%22Deus%20Ex%3A%20Mankind%20Divided%22%3F,I%20Never%20Asked%20For%20This
What%20is%20the%20first%20weapon%20you%20acquire%20in%20Half-Life%3F,A%20crowbar
The%20ultimate%20phrase%20used%20by%20Pharah%20from%20Overwatch%20is%3A%20%22Justice%20rains%20from%20above%21%22,True
In%20the%20Super%20Smash%20Bros.%20series%2C%20which%20character%20was%20the%20first%20one%20to%20return%20to%20the%20series%20after%20being%20absent%20from%20a%20previous%20game%3F,Dr.%20Mario
The%20character%20Wario%20was%20first%20introduced%20in%20which%20game%20of%20the%20Mario%20video%20game%20franchise%3F,Super%20Mario%20Land%202%3A%206%20Golden%20Coins%20%281992%29
The%20ADAM%20collecters%20in%20the%20Bioshock%20series%20are%20known%20as%20Little%20Sisters.,True
In%20the%20%22Call%20Of%20Duty%3A%20Zombies%22%20map%20%22Moon%22%2C%20there%20is%20a%20secondary%20called%20the%20QED.%20What%20does%20QED%20stand%20for%3F,Quantum%20Entanglement%20Device
In%20the%20game%20Tom%20Clancy%27s%20Rainbow%206%20Siege%2C%20what%20organization%20is%20Valkyrie%20from%3F,Navy%20Seals
Which%20character%20in%20Undertale%20tells%20you%20that%20you%27re%20%22gonna%20have%20a%20bad%20time%22%3F,Sans
Which%20of%20the%20following%20is%20NOT%20a%20Nintendo%20game%20console%3F,Dreamcast
If%20you%20play%20the%20Super%20Mario%20RPG%20and%20nap%20in%20a%20rented%20hotel%20room%2C%20you%20will%20wake%20up%20next%20to%20what%20familiar%20looking%20character%3F,Link
In%20Portal%2C%20what%20color%20is%20the%20Intelligence%20Core%3F,Blue
