Which%20company%20designed%20the%20%22Betamax%22%20video%20cassette%20format%3F,Sony
The%20term%20%22battery%22%20to%20describe%20an%20electrical%20storage%20device%20was%20coined%20by%3F,Benjamin%20Franklin
Which%20of%20the%20following%20is%20used%20to%20measure%20blood%20pressure%3F,Sphygmomanometer
During%20the%20%20early%20parts%20of%20the%20Vietnam%20War%20the%20M16%20had%20a%20record%20for%20having%20bad%20reliability,True
Which%20round%20does%20a%20WW2%20M1%20Garand%20fire%3F,.30-06
iRobot%27s%20revolutionary%20floor-cleaning%20vacuum%2C%20the%20Roomba%2C%20was%20first%20invented%20in%202002,True
Out%20of%20all%20of%20the%20NASA%20Space%20Shuttles%2C%20which%202%20have%20been%20destroyed%20in%20disasters%3F,Challenger%20and%20Columbia
How%20does%20a%20centrifuge%20separate%C2%A0heavy%20and%20light%20particles%3F,Spinning
Who%20built%20the%20first%20laser%3F,Theodore%20Harold%20Maiman
Which%20virtual%20assistant%20is%20developed%20by%20Amazon%3F,Alexa
The%20iPhone%203G%20was%20the%20second%20iPhone%20generation.,True
Which%20company%20developed%20the%20Hololens%3F,Microsoft
When%20was%20the%20DVD%20invented%3F,1995
Microphones%20can%20be%20used%20not%20only%20to%20pick%20up%20sound%2C%20but%20also%20to%20project%20sound%20similar%20to%20a%20speaker.,True
What%20does%20GPS%20stand%20for%3F,Global%20Positioning%20System
Which%20gaming%20console%20is%20developed%20by%20Sony%3F,PlayStation
What%20was%20the%20first%20Infinity%20Coaster%20in%20the%20world%20and%20where%20is%20it%20located%3F,The%20Smiler%2C%20Alton%20Towers%2C%20UK
Which%20of%20the%20following%20is%20not%20a%20type%20of%20computer%20mouse%3F,Smoothie%20mouse
The%20Western%20Electric%20Model%20500%20telephone%20uses%20tone%20dialing%20to%20dial%20phone%20numbers.,False
Which%20of%20the%20following%20is%20the%20standard%20THX%20subwoofer%20crossover%20frequency%3F,80%20Hz
In%20what%20year%20was%20the%20Oculus%20Rift%20revealed%20to%20the%20public%20through%20a%20Kickstarter%20campaign%3F,2012
This%20former%20Air%20Force%20and%20NASA%20engineer%20is%20the%20inventor%20of%20the%20Super%20Soaker%20water%20gun.,Lonnie%20Johnson
Mobile%20hardware%20and%20software%20company%20%22Blackberry%20Limited%22%20was%20founded%20in%20which%20country%3F,Canada
When%20did%20the%20CD%20begin%20to%20appear%20on%20the%20consumer%20market%3F,1982
Which%20company%20manufactured%20the%20iconic%20TR-808%20drum%20machine%3F,Roland
What%20are%20the%20base%20station%20trackers%20used%20for%20the%20HTC%20Vive%20called%3F,Lighthouse
What%20is%20the%20name%20of%20a%20simple%20machine%20that%20is%20made%20up%20of%20a%20stiff%20arm%20that%20can%20move%20freely%20around%20a%20fixed%20point%3F,Lever
When%20was%20the%20compact%20disc%20player%20first%20released%3F,1982
The%20communication%20protocol%20NFC%20stands%20for%20Near-Field%20Control.,False
What%20is%20the%20most%20significant%20side%20venture%20the%20popular%20firearms%20company%2C%20Remington%2C%20has%20pursued%3F,Typewriters
What%20round%20is%20a%20classic%20AK-47%20chambered%20in%3F,7.62x39mm
Which%20buzzword%20did%20Apple%20Inc.%20use%20to%20describe%20their%20removal%20of%20the%20headphone%20jack%3F,Courage
What%20is%20the%20%22Mitsubishi%20Wakamaru%22%3F,A%20robot
What%20does%20SSD%20stand%20for%20in%20the%20context%20of%20computer%20storage%3F,%20Solid%20State%20Drive
When%20was%20the%20iPhone%20released%3F,2007
When%20was%20the%20Tamagotchi%20digital%20pet%20released%3F,1996
What%20is%20the%20SI%20unit%20for%20resistance%3F,Ohms
Which%20of%20the%20following%20cellular%20device%20companies%20is%20NOT%20headquartered%20in%20Asia%3F,Nokia
Apple%27s%20Voice%20Assistant%2C%20Siri%2C%20debuted%20on%20which%20iPhone%3F,iPhone%204S
Who%20patented%20a%20steam%20engine%20that%20produced%20continuous%20rotary%20motion%3F,James%20Watt
